LABEL,ABBR,CAP,GLOBCAP,GLOBPREF,GLOBSUFF,LOC,POS,POS+1,POS-1,PREF,SUFF,WORD,WORD+1,WORD-1
O,0,0,0,0,0,0,TO,VB,NN,0,0,to,find,laboratory
O,0,0,1,0,0,0,VB,IN,TO,0,0,find,out,to
O,0,0,0,0,0,0,IN,DT,VB,0,0,out,the,find
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,shelf,out
O,0,0,0,0,0,0,NN,NN,DT,0,0,shelf,life,the
O,0,0,1,0,0,0,NN,IN,NN,0,0,life,of,shelf
O,0,0,0,0,0,0,IN,NNS,NN,0,0,of,condoms,life
O,0,0,0,0,0,0,NNS,VBN,IN,0,0,condoms,exposed,of
O,0,0,0,0,0,0,VBN,TO,NNS,0,0,exposed,to,condoms
O,0,0,0,0,0,0,TO,JJ,VBN,0,0,to,various,exposed
O,0,0,0,0,0,0,JJ,JJ,TO,0,0,various,climatic,to
O,0,0,0,0,0,0,JJ,NNS,JJ,0,0,climatic,conditions,various
O,0,0,0,0,0,0,NNS,.,JJ,0,0,conditions,.,climatic
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,conditions
B-ORG,0,1,1,0,0,0,NNP,NNP,PHIPOS,0,0,Associated,Press,PHI
I-ORG,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Press,Writer,Associated
O,0,1,1,0,0,0,NNP,OMEGAPOS,NNP,0,0,Writer,OMEGA,Press
O,0,1,0,0,0,0,IN,VBP,PHIPOS,0,0,For,release,PHI
O,0,0,1,0,0,0,VBP,NNP,IN,0,0,release,Friday,For
O,0,1,1,0,0,0,NNP,",",VBP,0,0,Friday,",",release
O,0,0,0,0,0,0,",",NNP,NNP,0,0,",",Jan.,Friday
O,1,1,0,0,0,0,NNP,CD,",",0,0,Jan.,13,","
O,0,0,0,0,0,0,CD,",",NNP,0,0,13,",",Jan.
O,0,0,0,0,0,0,",",CC,CD,0,0,",",and,13
O,0,0,1,0,0,0,CC,RB,",",0,0,and,thereafter,","
O,0,0,1,0,0,0,RB,OMEGAPOS,CC,0,0,thereafter,OMEGA,and
O,0,1,0,0,0,0,RB,",",PHIPOS,0,0,Instead,",",PHI
O,0,0,0,0,0,0,",",NNP,RB,0,0,",",Reagan,Instead
B-PER,0,1,1,0,0,0,NNP,VBD,",",0,0,Reagan,stuck,","
O,0,0,0,0,0,0,VBD,TO,NNP,0,0,stuck,to,Reagan
O,0,0,0,0,0,0,TO,DT,VBD,0,0,to,the,stuck
O,0,0,1,0,0,0,DT,JJ,TO,0,0,the,simple,to
O,0,0,0,0,0,0,JJ,",",DT,0,0,simple,",",the
O,0,0,0,0,0,0,",",JJ,JJ,0,0,",",patriotic,simple
O,0,0,0,0,0,0,JJ,NNS,",",0,0,patriotic,themes,","
O,0,0,0,0,0,0,NNS,WDT,JJ,0,0,themes,that,patriotic
O,0,0,1,0,0,0,WDT,VBP,NNS,0,0,that,have,themes
O,0,0,1,0,0,0,VBP,VBN,WDT,0,0,have,served,that
O,0,0,0,0,0,0,VBN,PRP,VBP,0,0,served,him,have
O,0,0,0,0,0,0,PRP,RB,VBN,0,0,him,so,served
O,0,0,1,0,0,0,RB,RB,PRP,0,0,so,well,him
O,0,0,1,0,0,0,RB,IN,RB,0,0,well,in,so
O,0,0,0,0,0,0,IN,PP$,RB,0,0,in,his,well
O,0,0,1,0,0,0,PP$,JJ,IN,0,0,his,political,in
O,0,0,0,0,0,0,JJ,NN,PP$,0,0,political,career,his
O,0,0,0,0,0,0,NN,.,JJ,0,0,career,.,political
O,0,0,0,0,0,0,.,OMEGAPOS,NN,0,0,.,OMEGA,career
O,0,1,0,0,0,0,NNP,NNP,PHIPOS,0,0,Undersecretary-General,Joseph,PHI
B-PER,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Joseph,V.,Undersecretary-General
I-PER,1,1,0,0,0,0,NNP,NNP,NNP,0,0,V.,Reed,Joseph
I-PER,0,1,1,0,0,0,NNP,VBZ,NNP,0,0,Reed,has,V.
O,0,0,1,0,0,0,VBZ,VBD,NNP,0,0,has,said,Reed
O,0,0,0,0,0,0,VBD,DT,VBZ,0,0,said,the,has
O,0,0,1,0,0,0,DT,NN,VBD,0,0,the,department,said
O,0,0,1,0,0,0,NN,VBD,DT,0,0,department,told,the
O,0,0,0,0,0,0,VBD,PRP,NN,0,0,told,him,department
O,0,0,0,0,0,0,PRP,PRP,VBD,0,0,him,it,told
O,0,0,1,0,0,0,PRP,MD,PRP,0,0,it,would,him
O,0,0,0,0,0,0,MD,VB,PRP,0,0,would,be,it
O,0,0,0,0,0,0,VB,DT,MD,0,0,be,a,would
O,0,0,1,0,0,0,DT,JJ,VB,0,0,a,three-to-five-year,be
O,0,0,0,0,0,0,JJ,NN,DT,0,0,three-to-five-year,plan,a
O,0,0,0,0,0,0,NN,.,JJ,0,0,plan,.,three-to-five-year
O,0,0,0,0,0,0,.,OMEGAPOS,NN,0,0,.,OMEGA,plan
O,0,1,1,0,0,0,DT,NN,PHIPOS,0,0,A,cockpit,PHI
O,0,0,0,0,0,0,NN,NN,DT,0,0,cockpit,recorder,A
O,0,0,0,0,0,0,NN,VBD,NN,0,0,recorder,recovered,cockpit
O,0,0,0,0,0,0,VBD,IN,NN,0,0,recovered,by,recorder
O,0,0,0,0,0,0,IN,DT,VBD,0,0,by,an,recovered
O,0,0,1,0,0,0,DT,JJ,IN,0,0,an,underwater,by
O,0,0,0,0,0,0,JJ,NN,DT,0,0,underwater,robot,an
O,0,0,0,0,0,0,NN,IN,JJ,0,0,robot,from,underwater
O,0,0,0,0,0,0,IN,DT,NN,0,0,from,the,robot
O,0,0,1,0,0,0,DT,JJ,IN,0,0,the,year-old,from
O,0,0,0,0,0,0,JJ,NN,DT,0,0,year-old,wreckage,the
O,0,0,0,0,0,0,NN,IN,JJ,0,0,wreckage,of,year-old
O,0,0,0,0,0,0,IN,DT,NN,0,0,of,a,wreckage
O,0,0,1,0,0,0,DT,JJ,IN,0,0,a,South,of
B-ORG,0,1,1,0,0,0,JJ,NNP,DT,0,0,South,African,a
I-ORG,0,1,1,0,0,0,NNP,NNPS,JJ,0,0,African,Airways,South
I-ORG,0,1,1,0,0,0,NNPS,NNP,NNP,0,0,Airways,Boeing,African
O,0,1,1,0,0,0,NNP,CD,NNPS,0,0,Boeing,747,Airways
O,0,0,0,0,0,0,CD,RB,NNP,0,0,747,nearly,Boeing
O,0,0,0,0,0,0,RB,CD,CD,0,0,nearly,three,747
O,0,0,0,0,0,0,CD,NNS,RB,0,0,three,miles,nearly
O,0,0,0,0,0,0,NNS,RB,CD,0,0,miles,deep,three
O,0,0,0,0,0,0,RB,IN,NNS,0,0,deep,in,miles
O,0,0,0,0,0,0,IN,DT,RB,0,0,in,the,deep
O,0,0,1,0,0,0,DT,NNP,IN,0,0,the,Indian,in
B-LOC,0,1,1,0,0,0,NNP,NNP,DT,0,0,Indian,Ocean,the
I-LOC,0,1,1,0,0,0,NNP,MD,NNP,0,0,Ocean,could,Indian
O,0,0,0,0,0,0,MD,VB,NNP,0,0,could,provide,Ocean
O,0,0,0,0,0,0,VB,DT,MD,0,0,provide,the,could
O,0,0,1,0,0,0,DT,JJS,VB,0,0,the,latest,provide
O,0,0,0,0,0,0,JJS,NN,DT,0,0,latest,clue,the
O,0,0,0,0,0,0,NN,IN,JJS,0,0,clue,in,latest
O,0,0,0,0,0,0,IN,DT,NN,0,0,in,a,clue
O,0,0,1,0,0,0,DT,NN,IN,0,0,a,$6,in
O,0,0,0,0,0,0,NN,CD,DT,0,0,$6,million,a
O,0,0,1,0,0,0,CD,NN,NN,0,0,million,effort,$6
O,0,0,0,0,0,0,NN,TO,CD,0,0,effort,to,million
O,0,0,0,0,0,0,TO,VB,NN,0,0,to,determine,effort
O,0,0,0,0,0,0,VB,NN,TO,0,0,determine,cause,to
O,0,0,0,0,0,0,NN,IN,VB,0,0,cause,of,determine
O,0,0,0,0,0,0,IN,DT,NN,0,0,of,the,cause
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,crash,of
O,0,0,0,0,0,0,NN,IN,DT,0,0,crash,that,the
O,0,0,1,0,0,0,IN,VBN,NN,0,0,that,killed,crash
O,0,0,0,0,0,0,VBN,CD,IN,0,0,killed,159,that
O,0,0,0,0,0,0,CD,NNS,VBN,0,0,159,people,killed
O,0,0,1,0,0,0,NNS,.,CD,0,0,people,.,159
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,people
O,0,0,0,0,0,0,``,``,PHIPOS,0,0,`,`,PHI
O,0,0,0,0,0,0,``,PRP,``,0,0,`,They,`
O,0,1,1,0,0,0,PRP,RB,``,0,0,They,never,`
O,0,0,1,0,0,0,RB,VBD,PRP,0,0,never,saw,They
O,0,0,1,0,0,0,VBD,PP$,RB,0,0,saw,my,never
O,0,0,1,0,0,0,PP$,NNS,VBD,0,0,my,troops,saw
O,0,0,0,0,0,0,NNS,:,PP$,0,0,troops,;,my
O,0,0,0,0,0,0,:,PRP,NNS,0,0,;,they,troops
O,0,0,1,0,0,0,PRP,RB,:,0,0,they,never,;
O,0,0,1,0,0,0,RB,VBD,PRP,0,0,never,saw,they
O,0,0,1,0,0,0,VBD,NNP,RB,0,0,saw,Reagan,never
B-PER,0,1,1,0,0,0,NNP,POS,VBD,0,0,Reagan,'s,saw
O,0,0,0,0,0,0,POS,NNS,NNP,0,0,'s,regiments,Reagan
O,0,0,1,0,0,0,NNS,",",POS,0,0,regiments,",",'s
O,0,0,0,0,0,0,",",DT,NNS,0,0,",",the,regiments
O,0,0,1,0,0,0,DT,JJ,",",0,0,the,American,","
O,0,1,1,0,0,0,JJ,NN,DT,0,0,American,people.,the
O,0,0,0,0,0,0,NN,'',JJ,0,0,people.,',American
O,0,0,0,0,0,0,'','',NN,0,0,',',people.
O,0,0,0,0,0,0,'',OMEGAPOS,'',0,0,',OMEGA,'
O,0,1,0,0,0,0,IN,NNP,PHIPOS,0,0,For,Release,PHI
O,0,1,1,0,0,0,NNP,NNP,IN,0,0,Release,Fri,For
O,0,1,1,0,0,0,NNP,NNS,NNP,0,0,Fri,PMs,Release
O,0,1,1,0,0,0,NNS,",",NNP,0,0,PMs,",",Fri
O,0,0,0,0,0,0,",",NNP,NNS,0,0,",",Jan.,PMs
O,1,1,0,0,0,0,NNP,CD,",",0,0,Jan.,13,","
O,0,0,0,0,0,0,CD,",",NNP,0,0,13,",",Jan.
O,0,0,0,0,0,0,",",CC,CD,0,0,",",and,13
O,0,0,1,0,0,0,CC,RB,",",0,0,and,Thereafter,","
O,0,1,1,0,0,0,RB,OMEGAPOS,CC,0,0,Thereafter,OMEGA,and
B-LOC,0,1,1,0,0,0,NNP,NNP,PHIPOS,0,0,Santa,Ana,PHI
I-LOC,0,1,1,1,0,0,NNP,NNP,NNP,0,0,Ana,Winds,Santa
O,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Winds,Destroy,Ana
O,0,1,1,0,0,0,NNP,NN,NNP,0,0,Destroy,Nation,Winds
O,0,1,1,0,0,0,NN,POS,NNP,0,0,Nation,'s,Destroy
O,0,0,0,0,0,0,POS,NNP,NN,0,0,'s,Largest,Nation
O,0,1,1,0,0,0,NNP,NNP,POS,0,0,Largest,Blimp,'s
O,0,1,1,0,0,0,NNP,",",NNP,0,0,Blimp,",",Largest
O,0,0,0,0,0,0,",",NNP,NNP,0,0,",",Overturn,Blimp
O,0,1,1,0,0,0,NNP,NNS,",",0,0,Overturn,Trucks,","
O,0,1,1,0,0,0,NNS,CC,NNP,0,0,Trucks,and,Overturn
O,0,0,1,0,0,0,CC,NNP,NNS,0,0,and,Fan,Trucks
O,0,1,1,0,0,0,NNP,NNP,CC,0,0,Fan,Fire,and
O,0,1,1,0,0,0,NNP,OMEGAPOS,NNP,0,0,Fire,OMEGA,Fan
O,0,1,1,0,0,0,PRP,VBD,PHIPOS,0,0,It,launched,PHI
O,0,0,0,0,0,0,VBD,DT,PRP,0,0,launched,the,It
O,0,0,1,0,0,0,DT,NNS,VBD,0,0,the,careers,launched
O,0,0,0,0,0,0,NNS,IN,DT,0,0,careers,of,the
O,0,0,0,0,0,0,IN,JJ,NNS,0,0,of,many,careers
O,0,0,0,0,0,0,JJ,JJ,IN,0,0,many,well-known,of
O,0,0,0,0,0,0,JJ,NNS,JJ,0,0,well-known,actors,many
O,0,0,0,0,0,0,NNS,",",JJ,0,0,actors,",",well-known
O,0,0,0,0,0,0,",",VBG,NNS,0,0,",",including,actors
O,0,0,0,0,0,0,VBG,NNP,",",0,0,including,Corbin,","
B-PER,0,1,1,0,0,0,NNP,NNP,VBG,0,0,Corbin,Bernsen,including
I-PER,0,1,1,0,0,0,NNP,",",NNP,0,0,Bernsen,",",Corbin
O,0,0,0,0,0,0,",",WP,NNP,0,0,",",who,Bernsen
O,0,0,1,0,0,0,WP,VBZ,",",0,0,who,stars,","
O,0,0,0,0,0,0,VBZ,IN,WP,0,0,stars,on,who
O,0,0,0,0,0,0,IN,NNP,VBZ,0,0,on,NBC,stars
B-ORG,0,1,1,0,0,0,NNP,POS,IN,0,0,NBC,'s,on
O,0,0,0,0,0,0,POS,``,NNP,0,0,'s,`,NBC
O,0,0,0,0,0,0,``,``,POS,0,0,`,`,'s
O,0,0,0,0,0,0,``,NNP,``,0,0,`,L.A.,`
O,1,1,0,0,0,0,NNP,NNP,``,0,0,L.A.,Law,`
O,0,1,1,0,0,0,NNP,",",NNP,0,0,Law,",",L.A.
O,0,0,0,0,0,0,",",'',NNP,0,0,",",',Law
O,0,0,0,0,0,0,'','',",",0,0,',',","
O,0,0,0,0,0,0,'',CC,'',0,0,',and,'
O,0,0,1,0,0,0,CC,NNP,'',0,0,and,Kate,'
B-PER,0,1,1,0,0,0,NNP,NNP,CC,0,0,Kate,Mulgrew,and
I-PER,0,1,1,0,0,0,NNP,",",NNP,0,0,Mulgrew,",",Kate
O,0,0,0,0,0,0,",",NN,NNP,0,0,",",star,Mulgrew
O,0,0,1,0,0,0,NN,IN,",",0,0,star,of,","
O,0,0,0,0,0,0,IN,NNP,NN,0,0,of,ABC,star
B-ORG,0,1,1,0,0,0,NNP,POS,IN,0,0,ABC,'s,of
O,0,0,0,0,0,0,POS,``,NNP,0,0,'s,`,ABC
O,0,0,0,0,0,0,``,``,POS,0,0,`,`,'s
O,0,0,0,0,0,0,``,NNP,``,0,0,`,HeartBeat.,`
O,0,1,0,0,0,0,NNP,'',``,0,0,HeartBeat.,',`
O,0,0,0,0,0,0,'','',NNP,0,0,',',HeartBeat.
O,0,0,0,0,0,0,'',OMEGAPOS,'',0,0,',OMEGA,'
O,0,1,1,0,0,0,DT,NN,PHIPOS,0,0,The,Food,PHI
O,0,1,1,0,0,0,NN,IN,DT,0,0,Food,in,The
O,0,0,0,0,0,0,IN,NNP,NN,0,0,in,Portugal,Food
B-LOC,0,1,1,0,0,1,NNP,VBZ,IN,0,0,Portugal,is,in
O,0,0,1,0,0,0,VBZ,JJ,NNP,0,0,is,delicious,Portugal
O,0,0,0,0,0,0,JJ,.,VBZ,0,0,delicious,.,is
O,0,0,0,0,0,0,.,OMEGAPOS,JJ,0,0,.,OMEGA,delicious
O,0,1,0,0,0,0,IN,CD,PHIPOS,0,0,In,1985,PHI
O,0,0,0,0,0,0,CD,",",IN,0,0,1985,",",In
O,0,0,0,0,0,0,",",NN,CD,0,0,",",shuttle,1985
O,0,0,1,0,0,0,NN,NNS,",",0,0,shuttle,passengers,","
O,0,0,0,0,0,0,NNS,VBD,NN,0,0,passengers,included,shuttle
O,0,0,0,0,0,0,VBD,NNP,NNS,0,0,included,Sultan,passengers
B-PER,0,1,1,0,0,0,NNP,NNP,VBD,0,0,Sultan,Al-Saud,included
I-PER,0,1,0,0,0,0,NNP,IN,NNP,0,0,Al-Saud,of,Sultan
O,0,0,0,0,0,0,IN,NNP,NNP,0,0,of,Saudi,Al-Saud
B-LOC,0,1,1,0,0,0,NNP,NNP,IN,0,0,Saudi,Arabia,of
I-LOC,0,1,1,0,0,0,NNP,CC,NNP,0,0,Arabia,and,Saudi
O,0,0,1,0,0,0,CC,NNP,NNP,0,0,and,Rodolfo,Arabia
B-PER,0,1,1,0,0,0,NNP,NNP,CC,0,0,Rodolfo,Neri,and
I-PER,0,1,1,0,0,0,NNP,NNP,NNP,0,0,Neri,Vela,Rodolfo
I-PER,0,1,1,0,0,0,NNP,",",NNP,0,0,Vela,",",Neri
O,0,0,0,0,0,0,",",DT,NNP,0,0,",",a,Vela
O,0,0,1,0,0,0,DT,NNP,",",0,0,a,Mexican,","
O,0,1,1,0,0,0,NNP,.,DT,0,0,Mexican,.,a
O,0,0,0,0,0,0,.,OMEGAPOS,NNP,0,0,.,OMEGA,Mexican
O,0,1,1,0,0,0,DT,JJS,PHIPOS,0,0,The,nearest,PHI
O,0,0,0,0,0,0,JJS,JJ,DT,0,0,nearest,black,The
O,0,0,1,0,0,0,JJ,NN,JJS,0,0,black,township,nearest
O,0,0,1,0,0,0,NN,VBZ,JJ,0,0,township,is,black
O,0,0,1,0,0,0,VBZ,JJR,NN,0,0,is,more,township
O,0,0,1,0,0,0,JJR,IN,VBZ,0,0,more,than,is
O,0,0,0,0,0,0,IN,CD,JJR,0,0,than,300,more
O,0,0,0,0,0,0,CD,NNS,IN,0,0,300,miles,than
O,0,0,0,0,0,0,NNS,RB,CD,0,0,miles,away,300
O,0,0,0,0,0,0,RB,.,NNS,0,0,away,.,miles
O,0,0,0,0,0,0,.,OMEGAPOS,RB,0,0,.,OMEGA,away
O,0,1,0,0,0,0,NN,NNP,PHIPOS,0,0,Composer,Thomas,PHI
B-PER,0,1,1,0,0,0,NNP,VBZ,NN,0,0,Thomas,is,Composer
O,0,0,1,0,0,0,VBZ,DT,NNP,0,0,is,a,Thomas
O,0,0,1,0,0,0,DT,NN,VBZ,0,0,a,native,is
O,0,0,0,0,0,0,NN,IN,DT,0,0,native,of,a
O,0,0,0,0,0,0,IN,NNP,NN,0,0,of,Chisholm,native
B-LOC,0,1,1,0,0,0,NNP,",",IN,0,0,Chisholm,",",of
O,0,0,0,0,0,0,",",NNP,NNP,0,0,",",Minn,Chisholm
B-LOC,0,1,1,0,0,0,NNP,.,",",0,0,Minn,.,","
I-LOC,0,0,0,0,0,0,.,OMEGAPOS,NNP,0,0,.,OMEGA,Minn
O,0,1,0,0,0,0,CC,PRP,PHIPOS,0,0,But,he,PHI
O,0,0,1,0,0,0,PRP,VBD,CC,0,0,he,said,But
O,0,0,0,0,0,0,VBD,NNP,PRP,0,0,said,Bush,he
B-PER,0,1,1,0,0,0,NNP,VBZ,VBD,0,0,Bush,is,said
O,0,0,1,0,0,0,VBZ,VBN,NNP,0,0,is,expected,Bush
O,0,0,0,0,0,0,VBN,TO,VBZ,0,0,expected,to,is
O,0,0,0,0,0,0,TO,VB,VBN,0,0,to,select,expected
O,0,0,0,0,0,0,VB,NNP,TO,0,0,select,Quayle,to
B-PER,0,1,1,1,0,0,NNP,TO,VB,0,0,Quayle,to,select
O,0,0,0,0,0,0,TO,VB,NNP,0,0,to,represent,Quayle
O,0,0,0,0,0,0,VB,PRP,TO,0,0,represent,him,to
O,0,0,0,0,0,0,PRP,IN,VB,0,0,him,at,represent
O,0,0,0,0,0,0,IN,DT,PRP,0,0,at,the,him
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,event,at
O,0,0,0,0,0,0,NN,.,DT,0,0,event,.,the
O,0,0,0,0,0,0,.,OMEGAPOS,NN,0,0,.,OMEGA,event
O,0,1,0,0,0,0,JJ,",",PHIPOS,0,0,Warm,",",PHI
O,0,0,0,0,0,0,",",NN,JJ,0,0,",",moist,Warm
O,0,0,0,0,0,0,NN,NN,",",0,0,moist,air,","
O,0,0,1,0,0,0,NN,VBG,NN,0,0,air,riding,moist
O,0,0,0,0,0,0,VBG,IN,NN,0,0,riding,atop,air
O,0,0,0,0,0,0,IN,NN,VBG,0,0,atop,freezing,riding
O,0,0,0,0,0,0,NN,NN,IN,0,0,freezing,air,atop
O,0,0,1,0,0,0,NN,IN,NN,0,0,air,near,freezing
O,0,0,0,0,0,0,IN,DT,NN,0,0,near,the,air
O,0,0,1,0,0,0,DT,NN,IN,0,0,the,surface,near
O,0,0,0,0,0,0,NN,VBD,DT,0,0,surface,brought,the
O,0,0,0,0,0,0,VBD,NN,NN,0,0,brought,freezing,surface
O,0,0,0,0,0,0,NN,NN,VBD,0,0,freezing,rain,brought
O,0,0,1,0,0,0,NN,",",NN,0,0,rain,",",freezing
O,0,0,0,0,0,0,",",NN,NN,0,0,",",snow,rain
O,0,0,0,0,0,0,NN,",",",",0,0,snow,",",","
O,0,0,0,0,0,0,",",NN,NN,0,0,",",sleet,snow
O,0,0,0,0,0,0,NN,CC,",",0,0,sleet,and,","
O,0,0,1,0,0,0,CC,NN,NN,0,0,and,rain,sleet
O,0,0,1,0,0,0,NN,IN,CC,0,0,rain,from,and
O,0,0,0,0,0,0,IN,JJ,NN,0,0,from,eastern,rain
O,0,0,1,0,0,0,JJ,NNP,IN,0,0,eastern,Pennsylvania,from
B-LOC,0,1,1,0,0,0,NNP,TO,JJ,0,0,Pennsylvania,to,eastern
O,0,0,0,0,0,0,TO,NNP,NNP,0,0,to,New,Pennsylvania
B-LOC,0,1,1,0,0,0,NNP,NNP,TO,0,0,New,England,to
I-LOC,0,1,1,0,0,0,NNP,IN,NNP,0,0,England,on,New
O,0,0,0,0,0,0,IN,NNP,NNP,0,0,on,Thursday,England
O,0,1,1,0,0,0,NNP,",",IN,0,0,Thursday,",",on
O,0,0,0,0,0,0,",",VBG,NNP,0,0,",",slickening,Thursday
O,0,0,0,0,0,0,VBG,NNS,",",0,0,slickening,highways,","
O,0,0,0,0,0,0,NNS,CC,VBG,0,0,highways,and,slickening
O,0,0,1,0,0,0,CC,VBG,NNS,0,0,and,causing,highways
O,0,0,0,0,0,0,VBG,JJ,CC,0,0,causing,numerous,and
O,0,0,0,0,0,0,JJ,NNS,VBG,0,0,numerous,accidents,causing
O,0,0,0,0,0,0,NNS,.,JJ,0,0,accidents,.,numerous
O,0,0,0,0,0,0,.,OMEGAPOS,NNS,0,0,.,OMEGA,accidents
O,0,0,0,0,0,0,``,``,PHIPOS,0,0,`,`,PHI
O,0,0,0,0,0,0,``,NNS,``,0,0,`,Soldiers,`
O,0,1,1,0,0,0,NNS,IN,``,0,0,Soldiers,in,`
O,0,0,0,0,0,0,IN,NN,NNS,0,0,in,uniform,Soldiers
O,0,0,1,0,0,0,NN,VBP,IN,0,0,uniform,get,in
O,0,0,0,0,0,0,VBP,IN,NN,0,0,get,in,uniform
O,0,0,0,0,0,0,IN,IN,VBP,0,0,in,with,get
O,0,0,0,0,0,0,IN,DT,IN,0,0,with,a,in
O,0,0,1,0,0,0,DT,NN,IN,0,0,a,discount,with
O,0,0,0,0,0,0,NN,",",DT,0,0,discount,",",a
O,0,0,0,0,0,0,",",'',NN,0,0,",",',discount
O,0,0,0,0,0,0,'','',",",0,0,',',","
O,0,0,0,0,0,0,'',NNP,'',0,0,',Yonathan,'
B-PER,0,1,1,0,0,0,NNP,NNP,'',0,0,Yonathan,Geffen,'
I-PER,0,1,1,0,0,0,NNP,VBD,NNP,0,0,Geffen,said,Yonathan
O,0,0,0,0,0,0,VBD,",",NNP,0,0,said,",",Geffen
O,0,0,0,0,0,0,",",CC,VBD,0,0,",",and,said
O,0,0,1,0,0,0,CC,IN,",",0,0,and,after,","
O,0,0,0,0,0,0,IN,DT,CC,0,0,after,a,and
O,0,0,1,0,0,0,DT,NN,IN,0,0,a,pause,after
O,0,0,0,0,0,0,NN,:,DT,0,0,pause,:,a
O,0,0,0,0,0,0,:,``,NN,0,0,:,`,pause
O,0,0,0,0,0,0,``,``,:,0,0,`,`,:
O,0,0,0,0,0,0,``,NNS,``,0,0,`,Soldiers,`
O,0,1,1,0,0,0,NNS,IN,``,0,0,Soldiers,with,`
O,0,0,0,0,0,0,IN,NNS,NNS,0,0,with,clubs,Soldiers
O,0,0,0,0,0,0,NNS,VBP,IN,0,0,clubs,get,with
O,0,0,0,0,0,0,VBP,IN,NNS,0,0,get,in,clubs
O,0,0,0,0,0,0,IN,NN,VBP,0,0,in,free.,get
O,0,0,0,0,0,0,NN,'',IN,0,0,free.,',in
O,0,0,0,0,0,0,'','',NN,0,0,',',free.
O,0,0,0,0,0,0,'',OMEGAPOS,'',0,0,',OMEGA,'
O,0,1,1,0,0,0,PRP,VBD,PHIPOS,0,0,He,helped,PHI
O,0,0,0,0,0,0,VBD,VB,PRP,0,0,helped,devise,He
O,0,0,0,0,0,0,VB,DT,VBD,0,0,devise,the,helped
O,0,0,1,0,0,0,DT,JJ,VB,0,0,the,constitutional,devise
O,0,0,0,0,0,0,JJ,NN,DT,0,0,constitutional,argument,the
O,0,0,0,0,0,0,NN,IN,JJ,0,0,argument,that,constitutional
O,0,0,1,0,0,0,IN,IN,NN,0,0,that,as,argument
O,0,0,0,0,0,0,IN,NN,IN,0,0,as,president,that
O,0,0,1,0,0,0,NN,",",IN,0,0,president,",",as
O,0,0,0,0,0,0,",",NNP,NN,0,0,",",Nixon,president
B-PER,0,1,1,0,0,0,NNP,VBD,",",0,0,Nixon,was,","
O,0,0,0,0,0,0,VBD,NN,NNP,0,0,was,immune,Nixon
O,0,0,0,0,0,0,NN,IN,VBD,0,0,immune,from,was
O,0,0,0,0,0,0,IN,JJ,NN,0,0,from,judicial,immune
O,0,0,0,0,0,0,JJ,NN,IN,0,0,judicial,subpoena,from
O,0,0,0,0,0,0,NN,IN,JJ,0,0,subpoena,because,judicial
O,0,0,1,0,0,0,IN,IN,NN,0,0,because,of,subpoena
O,0,0,0,0,0,0,IN,JJ,IN,0,0,of,executive,because
O,0,0,1,0,0,0,JJ,NN,IN,0,0,executive,privilege,of
O,0,0,1,0,0,0,NN,DT,JJ,0,0,privilege,The,executive
O,0,1,1,0,0,0,DT,NNP,NN,0,0,The,Supreme,privilege
B-ORG,0,1,1,0,0,0,NNP,NNP,DT,0,0,Supreme,Court,The
I-ORG,0,1,1,0,0,0,NNP,VBD,NNP,0,0,Court,ruled,Supreme
O,0,0,1,0,0,0,VBD,CD,NNP,0,0,ruled,8-0,Court
O,0,0,0,0,0,0,CD,IN,VBD,0,0,8-0,in,ruled
O,0,0,0,0,0,0,IN,CD,CD,0,0,in,1974,8-0
O,0,0,0,0,0,0,CD,IN,IN,0,0,1974,that,in
O,0,0,1,0,0,0,IN,JJ,CD,0,0,that,executive,1974
O,0,0,1,0,0,0,JJ,NN,IN,0,0,executive,privilege,that
O,0,0,1,0,0,0,NN,VBD,JJ,0,0,privilege,did,executive
O,0,0,0,0,0,0,VBD,RB,NN,0,0,did,not,privilege
O,0,0,1,0,0,0,RB,VB,VBD,0,0,not,protect,did
O,0,0,0,0,0,0,VB,NNP,RB,0,0,protect,Nixon,not
B-PER,0,1,1,0,0,0,NNP,IN,VB,0,0,Nixon,from,protect
O,0,0,0,0,0,0,IN,VBG,NNP,0,0,from,having,Nixon
O,0,0,0,0,0,0,VBG,TO,IN,0,0,having,to,from
O,0,0,0,0,0,0,TO,VB,VBG,0,0,to,surrender,having
O,0,0,0,0,0,0,VB,NN,TO,0,0,surrender,evidence,to
O,0,0,0,0,0,0,NN,VBN,VB,0,0,evidence,needed,surrender
O,0,0,0,0,0,0,VBN,IN,NN,0,0,needed,in,evidence
O,0,0,0,0,0,0,IN,DT,VBN,0,0,in,a,needed
O,0,0,1,0,0,0,DT,JJ,IN,0,0,a,criminal,in
O,0,0,0,0,0,0,JJ,NN,DT,0,0,criminal,case,a
O,0,0,1,0,0,0,NN,.,JJ,0,0,case,.,criminal
O,0,0,0,0,0,0,.,OMEGAPOS,NN,0,0,.,OMEGA,case
